春秋	左傳
文伯	揖
揖	籍談
對	曰
諸侯	之
之	封
封	也
皆	受
受	明器
明器	於
於	王室
以	鎮撫
鎮撫	其
其	社稷
故	能
能	薦
薦	彝器
彝器	於
於	王
晉	居
居	深山
戎狄	之
之	與
與	鄰
而	遠
遠	於
於	王室
王靈	不
不	及
拜	戎
戎	不
不	暇
其	何
何	以
以	獻
獻	器
王	曰
而	忘
忘	諸
諸	乎
成王	之
之	母弟
母弟	也
其	反
反	無
無	分
分	乎
密須	之
之	鼓
鼓	與
與	其
其	大路
文	所
所	以
以	大搜
大搜	也
闕鞏	之
之	甲
武	所
所	以
以	克
克	商
商	也
唐叔	受
受	之
以	處
處	參虛
匡	有
有	戎
戎	狄
其	後
後	襄
襄	之
之	二
二	路
彤	弓
文公	受
受	之
以	有
有	南陽
南陽	之
之	田
撫征	東夏
非	分
分	而
而	何
夫	有
有	勛
勛	而
而	不
不	廢
有	績
績	而
而	載
奉	之
之	以
以	土田
撫	之
之	以
以	彝器
旌	之
之	以
以	車
車	服
明	之
之	以
以	文章
子孫	不
不	忘
所	謂
謂	福
福	也
福祚	之
之	不
不	登
叔父	焉
焉	在
且	昔
昔	而
而	高祖
高祖	孫伯黡
孫伯黡	司
司	晉
晉	之
之	典籍
以	為
為	大政
故	曰
曰	籍氏
及	辛有
辛有	之
之	二
二	子
子	董
董	之
之	晉
於	是
是	乎
乎	有
有	董史
司典	之
之	後
後	也
何	故
故	忘
忘	之
籍談	不
不	能
能	對
賓	出
王	曰
籍父	其
其	無
無	後
後	乎
數典	而
而	忘
忘	其
其	祖
籍談	歸
以	告
告	叔向
叔向	曰
王	其
其	不
不	終
終	乎
吾	聞
聞	之
所	樂
樂	必
必	卒
卒	焉
今	王
王	樂
樂	憂
若	卒
卒	以
以	憂
不	可
可	謂
謂	終
王	一
一	歲
歲	而
而	有
有	三
三	年
年	之
之	喪
喪	二
二	焉
於是乎	以
以	喪賓
喪賓	宴
又	求
求	彝器
樂	憂
憂	甚
甚	矣
且	非
非	禮
禮	也
彝器	之
之	來
嘉	功
功	之
之	由
非	由
由	喪
喪	也
三	年
年	之
之	喪
雖	貴
貴	遂
遂	服
禮	也
王	雖
雖	弗
弗	遂
宴	樂
樂	以
以	早
亦	非
非	禮
禮	也
王	之
之	大經
大經	也
一	動
動	而
而	失
失	二
二	禮
無	大經
大經	矣
言	以
以	考
考	典
典	以
以	志
志	經
忘	經
經	而
而	多
多	言
舉	典
將	焉
焉	用
用	之
王	正月
公	在
在	晉
晉人	止
止	公
不	書
諱	之
之	也
齊侯	伐
伐	徐
楚子	聞
聞	蠻氏
蠻氏	之
之	亂
亂	也
也	與
與	蠻子
蠻子	之
之	無
無	質
質	也
使	然丹
然丹	誘
誘	戎蠻子嘉
戎蠻子嘉	殺
殺	之
遂	取
取	蠻氏
既而	復
復	立
立	其
其	子
子	焉
禮	也
齊師	至
至	于
于	蒲隧
徐人	行成
徐子	及
及	郯人
莒人	會
會	齊侯
盟	于
于	蒲隧
賂	以
以	甲父
甲父	之
之	鼎
叔孫昭子	曰
諸侯	之
之	無
無	伯
害	哉
齊君	之
之	無
無	道
道	也
興	師
師	而
而	伐
伐	遠方
會	之
有	成
成	而
而	還
莫	之
之	亢
亢	也
無	伯
伯	也夫
宗周	既
既	滅
靡	所
所	止
止	戾
正	大夫
大夫	離
離	居
莫	知
知	我
我	肄
其	是
是	之
之	謂
謂	乎
晉韓起	聘
聘	于
于	鄭
鄭伯	享
享	之
子產	戒
戒	曰
茍	有
有	位
位	於
於	朝
無	有
有	不
不	共恪
孔張	后
后	至
立	於
於	客
客	間
執政	禦
禦	之
適	客
客	後
又	禦
禦	之
適	縣
縣	間
客	從
從	而
而	笑
笑	之
事	畢
富子	諫
諫	曰
夫	大國
大國	之
之	人
不	可
可	不
不	慎
慎	也
幾	為
為	之
之	笑
而	不
不	陵
陵	我
我	皆
皆	有
有	禮
夫	猶
猶	鄙
鄙	我
國	而
而	無
無	禮
何	以
以	求
求	榮
孔張	失
失	位
吾子	之
之	恥
恥	也
子產	怒
怒	曰
發	命
命	之
之	不
不	衷
出令	之
之	不
不	信
刑	之
之	頗類
獄	之
之	放紛
會朝	之
之	不
不	敬
使命	之
之	不
不	聽
取	陵
陵	於
於	大國
罷	民
民	而
而	無
無	功
罪	及
及	而
而	弗
弗	知
僑	之
之	恥
恥	也
君	之
之	昆
昆	孫
孫	子孔
子孔	之
之	後
後	也
執政	之
之	嗣
嗣	也
為	嗣大夫
承	命
命	以
以	使
周	於
於	諸侯
國人	所
所	尊
諸侯	所
所	知
立	於
於	朝
朝	而
而	祀
祀	於
於	家
有	祿
祿	於
於	國
有	賦
賦	於
於	軍
祭	有
有	職
受	脤
歸	脤
其	祭
祭	在
在	廟
已	有
有	著位
在	位
位	數
數	世
世	守
守	其
其	業
而	忘
忘	其
其	所
僑	焉
焉	得
得	恥
恥	之
辟	邪
邪	之
之	人
人	而
而	皆
皆	及
及	執政
是	先王
先王	無
無	刑罰
刑罰	也
子	寧
寧	以
以	他
他	規
規	我
宣子	有
有	環
其	一
一	在
在	鄭
鄭	商
宣子	謁
謁	諸
諸	鄭伯
子產	弗
弗	與
非	官府
官府	之
之	守器
守器	也
寡君	不
不	知
子羽	謂
謂	子產
子產	曰
韓子	亦
亦	無
無	幾
幾	求
晉國	亦
亦	未
未	可
可	以
以	貳
韓子	不
不	可
可	偷
偷	也
若	屬
屬	有
有	讒人
讒人	交斗
交斗	其
其	間
鬼神	而
而	助
助	之
之	以
以	興
興	其
其	兇怒
悔	之
之	何
何	及
吾子	何
何	愛
愛	於
於	一
一	環
其	以
以	取
取	憎
憎	於
於	大國
大國	也
盍	求
求	而
而	與
與	之
子產	曰
吾	非
非	偷
偷	晉
晉	而
而	有
有	二心
將	終事
終事	之
是以	弗
弗	與
忠	信
信	故
故	也
僑	聞
聞	君子
君子	非
非	無
無	賄
賄	之
之	難
立	而
而	無
無	令名
令名	之
之	患
僑	聞
聞	為國
為國	非
非	不
不	能
能	事
事	大
大	字
字	小
小	之
之	難
無	禮
禮	以
以	定
定	其
其	位
位	之
之	患
夫	大國
大國	之
之	人
人	令
令	於
於	小國
而	皆
皆	獲
獲	其
其	求
將	何
何	以
以	給
給	之
一	共
共	一
一	否
為	罪
罪	滋
滋	大
大國	之
之	求
無	禮
禮	以
以	斥
斥	之
何	饜
饜	之
之	有
吾	且
且	為
為	鄙邑
則	失
失	位
位	矣
若	韓子
韓子	奉
奉	命
命	以
以	使
使	而
而	求
求	玉
玉	焉
貪	淫
淫	甚
甚	矣
獨	非
非	罪
罪	乎
出	一
一	玉
玉	以
以	起
起	二
二	罪
吾	又
又	失
失	位
韓子	成
成	貪
將	焉
焉	用
用	之
且	吾
吾	以
以	玉
玉	賈
賈	罪
不	亦
亦	銳
銳	乎
韓子	買
買	諸
諸	賈人
既	成
成	賈
賈	矣
商人	曰
必	告
告	君大夫
韓子	請
請	諸
諸	子產
子產	曰
日	起
起	請
請	夫
夫	環
執政	弗
弗	義
弗	敢
敢	復
復	也
今	買
買	諸
諸	商人
商人	曰
必	以
以	聞
敢	以
以	為
為	請
子產	對
對	曰
昔	我
我	先君
先君	桓公
桓公	與
與	商人
商人	皆
皆	出
出	自
自	周
庸	次
次	比耦
比耦	以
以	艾
艾	殺
殺	此
此	地
斬	之
之	蓬
而	共
共	處
處	之
世	有
有	盟誓
以	相
相	信
信	也
爾	無
無	我
我	叛
我	無
無	強
強	賈
毋	或
或	蓋
蓋	奪
爾	有
有	利
利	市
市	寶
寶	賄
我	勿
勿	與
與	知
恃	此
此	質誓
故	能
能	相
相	保
保	以
以	至
至	于
于	今
今	吾子
吾子	以
以	好
好	來
來	辱
而	謂
謂	敝邑
敝邑	強奪
強奪	商人
是	教
教	敝邑
敝邑	背
背	盟誓
盟誓	也
毋乃	不
不	可
可	乎
吾子	得
得	玉
而	失
失	諸侯
必	不
不	為
為	也
若	大國
大國	令
而	共
共	無
無	藝
鄭	鄙邑
鄙邑	也
亦	弗
弗	為
為	也
僑	若
若	獻
獻	玉
不	知
知	所
所	成
敢	私
私	布
布	之
韓子	辭
辭	玉
起	不
不	敏
敢	求
求	玉
玉	以
以	徼
徼	二
二	罪
敢	辭
辭	之
鄭	六
六	卿
卿	餞
餞	宣子
宣子	於
於	郊
宣子	曰
二三	君子
君子	請
請	皆
皆	賦
起	亦
亦	以
以	知
知	鄭
鄭	志
子齹	賦
宣子	曰
孺子	善
善	哉
吾	有
有	望
望	矣
子產	賦
賦	鄭
鄭	之
宣子	曰
起	不
不	堪
堪	也
子大叔	賦
宣子	曰
起	在
在	此
敢	勤
勤	子
子	至
至	於
於	他人
他人	乎
子大叔	拜
宣子	曰
善	哉
子	之
之	言
言	是
不	有
有	是
是	事
其	能
能	終
終	乎
子游	賦
子旗	賦
子柳	賦
宣子	喜
鄭	其
其	庶
庶	乎
二三	君子
君子	以
以	君命
君命	貺
貺	起
賦	不
不	出
出	鄭志
皆	昵
昵	燕好
燕好	也
二三	君子
數世	之
之	主
主	也
可以	無
無	懼
懼	矣
宣子	皆
皆	獻
獻	馬
馬	焉
而	賦
我	將
將	》
子產	拜
使	五
五	卿
卿	皆
皆	拜
吾子	靖亂
敢	不
不	拜
拜	德
宣子	私
私	覲
覲	於
於	子產
子產	以
以	玉
玉	與
與	馬
子	命
命	起
起	舍
舍	夫
夫	玉
是	賜
賜	我
我	玉
玉	而
而	免
免	吾
吾	死
死	也
敢	不
不	藉手
藉手	以
以	拜
公	至
至	自
自	晉
子服昭伯	語
語	季平子
季平子	曰
晉	之
之	公室
公室	其
其	將
將	遂
遂	卑
卑	矣
君	幼
幼	弱
六	卿
卿	強
強	而
而	奢
奢	傲
將	因
因	是
是	以
以	習
習	實
實	為
為	常
能	無
無	卑
卑	乎
平子	曰
爾	幼
惡	識
識	國
晉昭公	卒
旱	也
鄭	大旱
使	屠擊
豎柎	有事
有事	於
於	桑山
斬	其
其	木
不	雨
子產	曰
有事	於
於	山
蓺	山林
山林	也
而	斬
斬	其
其	木
其	罪
罪	大
大	矣
奪	之
之	官
官	邑
季平子	如
如	晉
晉	葬
葬	昭公
平子	曰
子服	回
回	之
之	言
言	猶
猶	信
子服氏	有
有	子
子	哉
十七年	春
小邾穆公	來
來	朝
公	與
與	之
之	燕
季平子	賦
採	叔
穆公	賦
菁菁	者
者	莪
昭子	曰
不	有
有	以
以	國
其	能
能	久
久	乎
日	有
有	食
食	之
祝史	請
請	所
所	用
用	幣
昭子	曰
日	有
有	食
食	之
天子	不
不	舉
伐	鼓
鼓	於
於	社
諸侯	用
用	幣
幣	於
於	社
伐	鼓
鼓	於
於	朝
禮	也
平子	禦
禦	之
止	也
唯	正月
正月	朔
慝	未
未	作
日	有
有	食
食	之
於	是
是	乎
乎	有
有	伐
伐	鼓
鼓	用
用	幣
禮	也
其餘	則
則	否
大史	曰
在	此
此	月
月	也
日	過
過	分
分	而
而	未
未	至
三	辰
辰	有
有	災
於	是
是	乎
乎	百官
百官	降
降	物
君	不
不	舉
辟	移時
樂	奏鼓
祝	用
用	幣
史	用
用	辭
故	夏書
夏書	曰
辰	不
不	集
集	于
于	房
瞽	奏
奏	鼓
嗇夫	馳
庶人	走
此	月
月	朔
朔	之
之	謂
謂	也
當	夏
夏	四月
是	謂
謂	孟春
平子	弗
弗	從
昭子	退
夫	子
子	將
將	有
有	異
異	志
不	君
君	君
君	矣
郯子	來
來	朝
公	與
與	之
之	宴
昭子	問
問	焉
少皞氏	鳥
鳥	名
名	官
何	故
故	也
郯子	曰
吾	祖
祖	也
我	知
知	之
昔者	黃帝氏
黃帝氏	以
以	云
云	紀
故	為
為	云師
云師	而
而	云
云	名
炎帝氏	以
以	火
火	紀
故	為
為	火師
火師	而
而	火
火	名
共工氏	以
以	水
水	紀
故	為
為	水師
水師	而
而	水名
大皞氏	以
以	龍
龍	紀
故	為
為	龍師
龍師	而
而	龍
龍	名
我	高祖
高祖	少皞摯
少皞摯	之
之	立
立	也
鳳鳥	適
適	至
故	紀
紀	於
於	鳥
為	鳥師
鳥師	而
而	鳥
鳥	名
歷正	也
司	分
分	者
者	也
司	至
至	者
者	也
司	啟
啟	者
者	也
司	閉
閉	者
者	也
司徒	也
司馬	也
司空	也
司寇	也
司事	也
五	鳩
鳩	民
民	者
者	也
五	雉
雉	為
為	五
五	工正
利	器用
正	度量
夷	民
民	者
者	也
九	扈
扈	為
為	九
九	農正
扈	民
民	無
無	淫
淫	者
者	也
自	顓頊
顓頊	以
以	來
不	能
能	紀
紀	遠
乃	紀
紀	於
於	近
為	民師
民師	而
而	命
命	以
以	民事
則	不
不	能
能	故
故	也
仲尼	聞
聞	之
見	於
於	郯子
郯子	而
而	學
學	之
既而	告
告	人
人	曰
吾	聞
聞	之
天子	失
失	官
官學	在
在	四夷
猶	信
晉侯	使
使	屠蒯
屠蒯	如
如	周
請	有事
有事	於
於	雒
雒	與
與	三涂
萇弘	謂
謂	劉子
劉子	曰
客	容
容	猛
非	祭
祭	也
其	伐
伐	戎
戎	乎
陸渾氏	甚
甚	睦
睦	於
於	楚
必	是
是	故
故	也
君	其
其	備
備	之
乃	警
警	戒備
九月	丁卯
晉荀吳	帥
帥	師
師	涉
涉	自
自	棘津
使	祭史
祭史	先
先	用
用	牲
牲	于
于	雒
陸渾人	弗
弗	知
師	從
從	之
遂	滅
滅	陸渾
數	之
之	以
以	其
其	貳
貳	於
於	楚
楚	也
陸渾子	奔
奔	楚
其	眾
眾	奔
奔	甘鹿
周	大
大	獲
宣子	夢
夢	文公
文公	攜
攜	荀吳
荀吳	而
而	授
授	之
之	陸渾
故	使
使	穆子
穆子	帥
帥	師
獻	俘
俘	于
于	文宮
有	星孛
星孛	于
于	大辰
西	及
及	漢
申須	曰
彗	所
所	以
以	除
除	舊
舊	布
布	新
新	也
天事	恒
恒	象
今	除
除	於
於	火
火	出
出	必
必	布
布	焉
諸侯	其
其	有
有	火災
火災	乎
梓慎	曰
往年	吾
吾	見
見	之
是	其
其	徵
徵	也
火	出
出	而
而	見
今	茲
茲	火
火	出
出	而
而	章
必	火
火	入
入	而
而	伏
其	居
居	火
火	也
也	久
久	矣
其	與
與	不
不	然
然	乎
火	出
於	夏
夏	為
為	三月
於	商
商	為
為	四月
於	周
周	為
為	五月
夏數	得
得	天
若	火
火	作
其	四
四	國
國	當
當	之
在	宋
鄭	乎
大辰	之
之	虛
虛	也
大皞	之
之	虛
虛	也
祝融	之
之	虛
虛	也
皆	火
火	房
房	也
星孛	及
及	漢
水祥	也
顓頊	之
之	虛
虛	也
故	為
為	帝丘
其	星
星	為
為	大水
火	之
之	牡
牡	也
其	以
以	丙子
丙子	若
若	壬午
壬午	作
作	乎
水	火
火	所
所	以
以	合
合	也
若	火
火	入
入	而
而	伏
必	以
以	壬午
不	過
過	其
其	見
見	之
之	月
鄭裨灶	言
言	於
於	子產
子產	曰
鄭	將
將	同日
同日	火
若	我
我	用
用	瓘斝
瓘斝	玉瓚
鄭	必
必	不
不	火
子產	弗
弗	與
吳	伐
伐	楚
陽丐	為
為	令尹
卜	戰
不	吉
司馬子魚	曰
我	得
得	上流
何	故
故	不
不	吉
且	楚
楚	故
司馬	令
令	龜
我	請
請	改卜
令	曰
魴	也
也	以
以	其
其	屬
屬	死
死	之
楚師	繼
繼	之
尚	大
大	克
克	之
戰	于
于	長岸
子魚	先
先	死
楚師	繼
繼	之
大敗	吳師
獲	其
其	乘
乘	舟
舟	餘皇
使	隨人
隨人	與
與	後
後	至
至	者
者	守
守	之
環	而
而	塹
塹	之
及	泉
盈	其
其	隧
隧	炭
陳	以
以	待命
吳	公子光
公子光	請
請	於
於	其
其	眾
喪	先王
先王	之
之	乘
乘	舟
豈	唯
唯	光
光	之
之	罪
眾	亦
亦	有
有	焉
請	藉
藉	取
取	之
之	以
以	救
救	死
眾	許
許	之
使	長鬣
長鬣	者
者	三
三	人
人	潛
潛	伏
伏	於
於	舟
舟	側
我	呼
呼	餘皇
則	對
師	夜
夜	從
從	之
三	呼
皆	迭
迭	對
楚人	從
從	而
而	殺
殺	之
楚師	亂
吳人	大敗
大敗	之
取	餘皇
餘皇	以
以	歸
周	毛得
毛得	殺
殺	毛伯過
毛伯過	而
而	代
代	之
萇弘	曰
毛得	必
必	亡
是	昆吾
昆吾	稔
稔	之
之	日
日	也
侈	故
故	之
之	以
而	毛得
毛得	以
以	濟
濟	侈
侈	於
於	王都
不	亡
何	待
曹平公	卒
火	始
始	昏
昏	見
梓慎	曰
是	謂
謂	融風
火	之
之	始
始	也
七	日
其	火
火	作
作	乎
風	甚
大	甚
鄭	皆
皆	火
梓慎	登
登	大庭氏
大庭氏	之
之	庫
庫	以
以	望
望	之
鄭	也
數	日
日	皆
皆	來
來	告
告	火
裨灶	曰
不	用
用	吾
吾	言
鄭	又
又	將
將	火
鄭人	請
請	用
用	之
子產	不
不	可
子大叔	曰
寶	以
以	保
保	民
民	也
若	有
有	火
國	幾
幾	亡
可以	救
救	亡
子	何
何	愛
愛	焉
子產	曰
天道	遠
人道	邇
非	所
所	及
及	也
何	以
以	知
知	之
灶	焉
焉	知
知	天道
是	亦
亦	多
多	言
言	矣
豈	不
不	或
或	信
遂	不
不	與
亦	不
不	復
復	火
鄭	之
之	未
未	災
災	也
里析	告
告	子產
子產	曰
將	有
有	大
大	祥
民	震動
國	幾
幾	亡
吾	身
身	泯
泯	焉
弗	良
良	及
及	也
國	遷
其	可
可	乎
子產	曰
雖	可
吾	不
不	足以
足以	定
定	遷
遷	矣
及	火
里析	死
死	矣
未	葬
子產	使
使	輿
輿	三十
三十	人
人	遷
遷	其
其	柩
火	作
子產	辭
辭	晉
晉	公子
公孫	于
于	東門
使	司寇
司寇	出
出	新客
禁	舊客
舊客	勿
勿	出
出	於
於	宮
使	子寬
子上	巡
巡	群
群	屏攝
至	于
于	大宮
使	公孫登
公孫登	徙
徙	大龜
使	祝史
祝史	徙
徙	主祏
主祏	於
於	周廟
告	於
於	先君
使	府人
庫人	各
各	儆
儆	其
其	事
商成公	儆
儆	司宮
出	舊
舊	宮人
寘	諸
諸	火
火	所
所	不
不	及
司寇	列
列	居
居	火道
行	火
火	所
所	焮
城	下
下	之
之	人
人	伍
伍	列
列	登
登	城
使	野司寇
野司寇	各
各	保
保	其
其	徵
郊人	助
助	祝史
祝史	除
除	於
於	國
國	北
禳	火
火	于
于	玄冥
祈	于
于	四鄘
書	焚室
焚室	而
而	寬
寬	其
其	征
與	之
之	材
三	日
日	哭
國	不
不	市
使	行人
行人	告
告	於
於	諸侯
衛	皆
皆	如
如	是
陳	不
不	救
救	火
許	不
不	吊
吊	災
君子	是以
是以	知
知	陳
許	之
之	先
先	亡
亡	也
鄅人	藉
藉	稻
邾人	襲
襲	鄅
鄅人	將
將	閉
閉	門
邾人	羊羅
羊羅	攝
攝	其
其	首
首	焉
遂	入
入	之
盡	俘
俘	以
以	歸
鄅子	曰
餘	無
無	歸
歸	矣
從	帑
帑	於
於	邾
邾莊公	反
反	鄅夫人
而	舍
舍	其
其	女
葬	曹平公
往	者
者	見
見	周
周	原伯魯
原伯魯	焉
與	之
之	語
不	說
說	學
歸	以
以	語
語	閔子馬
閔子馬	曰
周	其
其	亂
亂	乎
夫	必
必	多
多	有
有	是
是	說
而	後
後	及
及	其
其	大人
大人	患
患	失
失	而
而	惑
又	曰
可以	無
無	學
無	學
學	不
不	害
不	害
害	而
而	不
不	學
則	茍
茍	而
而	可
於是乎	下
下	陵
陵	上
上	替
能	無
無	亂
亂	乎
夫	學
殖	也
不	學
學	將
將	落
原氏	其
其	亡
亡	乎
鄭子產	為
為	火
火	故
大	為
為	社
祓禳	於
於	四方
振	除
除	火
火	災
禮	也
乃	簡
簡	兵
兵	大
大	搜
將	為
為	搜
搜	除
子大叔	之
之	廟
廟	在
在	道
道	南
其	寢
寢	在
在	道
道	北
其	庭
庭	小
過	期
期	三
三	日
使	除
除	徒
徒	陳
陳	於
於	道
道	南
南	廟
廟	北
子產	過
過	女
而	命
命	速
速	除
乃	毀
毀	於
於	而
而	鄉
子產	朝
過	而
而	怒
怒	之
除	者
者	南
南	毀
子產	及
及	沖
使	從
從	者
者	止
止	之
之	曰
毀	於
於	北方
火	之
之	作
作	也
子產	授
授	兵
兵	登
登	陴
子大叔	曰
晉	無乃
無乃	討
討	乎
子產	曰
吾	聞
聞	之
小	國
國	忘
忘	守
守	則
則	危
況	有
有	災
災	乎
國	之
之	不
不	可
可	小
有	備
備	故
故	也
晉	之
之	邊吏
邊吏	讓
讓	鄭
鄭	曰
鄭國	有
有	災
大夫	不
不	敢
敢	寧
寧	居
卜	筮
筮	走
走	望
不	愛
愛	牲
牲	玉
鄭	之
之	有
有	災
寡君	之
之	憂
憂	也
今	執事
執事	墹然
墹然	授
授	兵
兵	登
登	陴
將	以
以	誰
誰	罪
邊人	恐懼
不	敢
敢	不
不	告
子產	對
對	曰
若	吾子
吾子	之
之	言
敝邑	之
之	災
君	之
之	憂
憂	也
敝邑	失政
天	降
降	之
之	災
又	懼
懼	讒慝
讒慝	之
之	間
間	謀
謀	之
以	啟
啟	貪人
薦	為
為	敝邑
敝邑	不
不	利
以	重
重	君
君	之
之	憂
幸	而
而	不
不	亡
猶	可
可	說
說	也
不	幸
幸	而
而	亡
君	雖
雖	憂
憂	之
亦	無
無	及
及	也
鄭	有
有	他
他	竟
望	走
走	在
在	晉
既	事
事	晉
晉	矣
其	敢
敢	有
有	二心
楚	左尹王子勝
左尹王子勝	言
言	於
於	楚子
楚子	曰
許	於
於	鄭
仇敵	也
而	居
居	楚地
以	不
不	禮
禮	於
於	鄭
鄭	方
方	睦
鄭	若
若	伐
伐	許
而	晉
晉	助
助	之
楚	喪
喪	地
地	矣
君	盍
盍	遷
遷	許
許	不
不	專
專	於
於	楚
鄭	方
方	有
有	令政
許	曰
餘	舊
舊	國
國	也
鄭	曰
餘	俘
俘	邑
邑	也
葉	在
在	楚國
方城	外
外	之
之	蔽
蔽	也
土	不
不	可
可	易
國	不
不	可
可	小
許	不
不	可
可	俘
讎	不
不	可
可	啟
君	其
其	圖
圖	之
楚子	說
楚子	使
使	王子勝
王子勝	遷
遷	許
許	於
於	析
實	白羽
楚	工尹赤
工尹赤	遷
遷	陰
陰	于
于	下陰
令尹子瑕	城
城	郟
叔孫昭子	曰
楚	不
不	在
在	諸侯
諸侯	矣
其	僅
僅	自
自	完
完	也
以	持
持	其
其	世
世	而已
楚子	之
之	在
在	蔡
蔡	也
郹陽封人	之
之	女
女	奔
奔	之
生	太子建
及	即位
使	伍奢為
伍奢為	之
之	師
費無極	為
為	少師
無	寵
寵	焉
欲	譖
譖	諸
諸	王
建	可
可	室
室	矣
王	為
為	之
之	聘
聘	於
於	秦
無極	與
與	逆
勸	王
王	取
取	之
楚夫人嬴氏	至
至	自
自	秦
宋向戌	之
之	女
女	也
故	向寧
向寧	請
請	師
宋公	伐
伐	邾
圍	蟲
取	之
乃	盡
盡	歸
歸	鄅
鄅	俘
許悼公	瘧
飲	太子止
太子止	之
之	藥
藥	卒
太子	奔
奔	晉
書	曰
弒	其
其	君
君子	曰
盡	心
心	力
力	以
以	事
事	君
舍	藥物
藥物	可
可	也
徐人	會
會	宋公
同	盟
盟	于
于	蟲
楚子	為
為	舟師
舟師	以
以	伐
伐	濮
費無極	言
言	於
於	楚子
楚子	曰
晉	之
之	伯
伯	也
邇	於
於	諸夏
而	楚
楚	辟
辟	陋
故	弗
弗	能
能	與
與	爭
若	大
大	城
城	城父
而	寘
寘	太子
太子	焉
以	通
通	北方
王	收
收	南方
是	得
得	天下
天下	也
王	說
從	之
故	太子建
太子建	居
居	于
于	城父
令尹子瑕	聘
聘	于
于	秦
拜	夫人
夫人	也
齊高發	帥
帥	師
師	伐
伐	莒
莒子	奔
奔	紀鄣
使	孫書
孫書	伐
伐	之
莒	有
有	婦人
莒子	殺
殺	其
其	夫
已	為
為	嫠婦
及	老
托	於
於	紀鄣
紡	焉
焉	以
以	度
度	而
而	去
去	之
及	師
師	至
則	投
投	諸
諸	外
或	獻
獻	諸
諸	子占
子占	使
使	師
師	夜
夜	縋
縋	而
而	登
登	者
者	六十
六十	人
縋	絕
師	鼓
鼓	噪
城	上
上	之
之	人
人	亦
亦	噪
莒共公	懼
啟	西門
西門	而
而	出
七月	丙子
齊師	入
入	紀
是	歲
歲	也
鄭駟偃	卒
子游	娶
娶	於
於	晉大夫
生	絲
其	父兄
父兄	立
立	子瑕
子產	憎
憎	其
其	為
為	人
人	也
且	以
以	為
為	不
不	順
弗	許
亦	弗
弗	止
駟氏	聳
絲	以
以	告
告	其
其	舅
晉人	使
使	以
以	幣
幣	如
如	鄭
問	駟乞
駟乞	之
之	立
立	故
駟氏	懼
駟乞	欲
欲	逃
子產	弗
弗	遣
請	龜
龜	以
以	卜
亦	弗
弗	予
大夫	謀
謀	對
子產	不
不	待
待	而
而	對
對	客
客	曰
鄭國	不
不	天
寡君	之
之	二三
二三	臣
臣	札瘥
札瘥	夭昏
今	又
又	喪
喪	我
我	先大夫偃
其	子
子	幼
幼	弱
其	一
一	二
二	父兄
父兄	懼
懼	隊
隊	宗主
私	族
族	於
於	謀
而	立
立	長親
寡君	與
與	其
其	二三
二三	老
老	曰
抑	天
天	實
實	剝亂
剝亂	是
吾	何
何	知
知	焉
諺	曰
無	過
過	亂門
民	有
有	亂兵
猶	憚
憚	過
過	之
而	況
況	敢
敢	知
知	天
天	之
之	所
所	亂
今	大夫
大夫	將
將	問
問	其
其	故
抑	寡君
寡君	實
實	不
不	敢
敢	知
其	誰
誰	實
實	知
知	之
平丘	之
之	會
君	尋
尋	舊盟
舊盟	曰
無	或
或	失
失	職
若	寡君
寡君	之
之	二三
二三	臣
其	即世
即世	者
晉	大夫
大夫	而
而	專制
專制	其
其	位
是	晉
晉	之
之	縣鄙
縣鄙	也
何	國
國	之
之	為
辭	客
客	幣
幣	而
而	報
報	其
其	使
晉人	舍
舍	之
楚人	城
城	州來
沈尹戌	曰
楚人	必
必	敗
昔	吳
吳	滅
滅	州來
子旗	請
請	伐
伐	之
王	曰
吾	未
未	撫
撫	吾
吾	民
今	亦
亦	如
如	之
而	城
城	州來
州來	以
以	挑
挑	吳
能	無
無	敗
敗	乎
侍者	曰
王	施
施	舍
舍	不
不	倦
息	民
民	五
五	年
可	謂
謂	撫
撫	之
之	矣
戌	曰
吾	聞
聞	撫
撫	民
民	者
節	用
用	於
於	內
而	樹
樹	德
德	於
於	外
民	樂
樂	其
其	性
而	無
無	寇讎
今	宮室
宮室	無
無	量
民人	日
日	駭
勞	罷
罷	死
死	轉
忘	寢
寢	與
與	食
非	撫
撫	之
之	也
鄭	大
大	水
龍	鬭
鬭	于
于	時門
時門	之
之	外
外	洧淵
國人	請
請	為
為	萗
萗	焉
子產	弗
弗	許
我	鬭
龍	不
不	我
我	覿
覿	也
龍	鬭
我	獨
獨	何
何	覿
覿	焉
禳	之
則	彼
彼	其
其	室
室	也
吾	無
無	求
求	於
於	龍
龍	亦
亦	無
無	求
求	於
於	我
乃	止
止	也
令尹子瑕	言
言	蹶由
蹶由	於
於	楚子
彼	何
何	罪
諺	所
所	謂
室	於
於	怒
怒	市
市	於
於	色
楚	之謂
之謂	矣
舍	前
前	之
之	忿
忿	可
可	也
乃	歸
歸	蹶由
日	南
南	至
梓慎	望
望	氛
今	茲
茲	宋
宋	有
有	亂
國	幾
幾	亡
三	年
年	而
而	後
後	弭
蔡	有
有	大喪
叔孫昭子	曰
然	則
則	戴
桓	也
汰	侈
無	禮
禮	已
已	甚
亂	所
所	在
在	也
費無極	言
言	於
於	楚子
楚子	曰
建	與
與	伍奢
伍奢	將
將	以
以	方城
方城	之
之	外
外	叛
自	以
以	為
為	猶
猶	宋
鄭	也
